Sample	posterior	likelihood	prior	treeLikelihood.hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeHeight.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeLength.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent_to_Present	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present_to_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present	rootTypeLogger.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	clockRate.c:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	rateAC.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateCG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateGT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	gammaShape.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned
1427000	-46183.65135776621	-46306.711067563134	123.0597097969215	-46306.711067563134	1.1241440466565857	33.42376747804731	1	3	40	37	0	1.1163487851295757	1.39315302695836	0.0	9.605072847158101E-5	0.0	7.406898697028745E-4	51.27505743242016	51.27505743242016	0.0012320920209832433	9.559606976371432E-4	0.7637460338348152	0.23625396616518435	6.604100409291746E-4	0.29547248761705763	0.18612067815926764	0.1981379897728564	0.32026884445081877	0.11766624435492495	0.3005892594636509	0.06963155785405069	0.03871486541615959	0.30373942471465637	0.08895055781698841
1428000	-46183.94650578293	-46299.85149721556	115.90499143263445	-46299.85149721556	1.249025692651739	37.83512582338836	1	3	40	37	0	1.112500519472679	1.3691102668006596	0.0	9.475869257618225E-5	0.0	5.958036869479603E-4	49.252953233280984	49.252953233280984	0.0013297403804448638	0.004030776074341489	0.35087250995576447	0.6491274900442351	4.7784918381572883E-4	0.29547248761705763	0.18612067815926764	0.1981379897728564	0.32026884445081877	0.11766624435492495	0.3005892594636509	0.06963155785405069	0.03871486541615959	0.30373942471465637	0.02168758149922674
1429000	-46198.43098750296	-46309.3684434897	110.93745598674005	-46309.3684434897	1.4544711744717713	38.642877981732326	1	3	40	37	0	1.1001775331397499	1.3244530780696075	0.0	1.1127884349733756E-4	0.0	3.75863179254995E-4	48.94164506835359	48.94164506835359	0.0022563518914355454	0.004139304309858246	0.35087250995576447	0.6491274900442351	5.017216395789279E-4	0.29547248761705763	0.18612067815926764	0.1981379897728564	0.32026884445081877	0.11766624435492495	0.3005892594636509	0.06963155785405069	0.038046895670479024	0.30373942471465637	0.02168758149922674
1430000	-46206.71972402166	-46304.87771333543	98.1579893137668	-46304.87771333543	1.6596214841779453	49.78858223778741	1	3	40	37	0	1.0901531057430554	1.2607103105633857	0.0	5.677839495964677E-5	0.0	2.2986921801904667E-4	50.319034730182004	50.319034730182004	0.002034446712627766	7.817758373584061E-4	0.35087250995576447	0.6491274900442351	4.169601625571337E-4	0.29547248761705763	0.18612067815926764	0.1981379897728564	0.32026884445081877	0.07898562938934695	0.3005892594636509	0.06963155785405069	0.038046895670479024	0.30373942471465637	0.012294633109287762
1431000	-46195.39278521588	-46295.85379567691	100.4610104610236	-46295.85379567691	1.6584827027753157	46.10758288002752	1	3	40	37	0	1.0984537566377313	1.2562987949115227	0.0	7.759108049993605E-5	0.0	2.914086961279994E-4	51.941347315122236	51.941347315122236	0.0012256413717280435	0.0013926489905414226	0.35087250995576447	0.6491274900442351	4.1991396432061354E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.07898562938934695	0.3605470199369139	0.06513993527809794	0.038046895670479024	0.24888095812403072	0.013827625425882131
1432000	-46195.30556778815	-46297.7582564872	102.45268869905337	-46297.7582564872	1.601516522574456	47.44996808185847	1	3	40	37	0	1.080330062412827	1.2844228130259756	0.0	6.573196958071193E-5	0.0	2.963316133148436E-4	54.22471356789833	54.22471356789833	0.0010229053834619887	0.0019514196614888834	0.35087250995576447	0.6491274900442351	4.2528788524932734E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.07898562938934695	0.3605470199369139	0.06513993527809794	0.038046895670479024	0.24888095812403072	0.013827625425882131
1433000	-46193.540374561926	-46300.79788901377	107.25751445184211	-46300.79788901377	1.5388644888821643	42.60562215960729	1	3	40	37	0	1.1018850253793355	1.2827366933003133	0.0	7.083511990213153E-5	0.0	4.605547431021229E-4	50.30288632059862	50.30288632059862	0.0010729225925921288	0.0037141831122096585	0.35087250995576447	0.6491274900442351	4.833538192507852E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.08163837174799736	0.3605470199369139	0.06565867270637729	0.04473810782926015	0.2826343760124247	0.07995424302047957
1434000	-46205.51702724177	-46299.170964583645	93.65393734187921	-46299.170964583645	1.728433261624998	48.871031286888844	1	3	40	37	0	1.101330116980058	1.2737225823141798	0.0	7.491205427522292E-5	0.0	5.134450010111181E-4	49.98827879108615	49.98827879108615	0.002452499239726144	0.0034691236798926953	0.8084491890301633	0.19155081096983628	4.210544240387697E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.08163837174799736	0.3605470199369139	0.06565867270637729	0.04473810782926015	0.2826343760124247	0.07995424302047957
1435000	-46201.89100292941	-46307.19221161801	105.30120868859483	-46307.19221161801	1.6792296127015598	47.35918067517768	1	3	40	37	0	1.0950707638860766	1.2945418029323745	0.0	2.5071655692831768E-5	0.0	1.8948214130256566E-4	54.18398920837513	54.18398920837513	0.0025860941306317907	0.002773654938428401	0.8084491890301633	0.19155081096983628	4.6950225957482133E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.08163837174799736	0.3605470199369139	0.06004917068822491	0.04473810782926015	0.28781657530779486	0.07995424302047957
1436000	-46190.42467876099	-46305.64411982839	115.21944106739785	-46305.64411982839	1.5112385818043248	41.456325192310295	1	3	40	37	0	1.0996637621653111	1.316284804160698	0.0	6.648891797441503E-5	0.0	3.970339658168918E-4	53.26229861980167	53.26229861980167	0.0027680274583670346	0.0012840876874813383	0.5427233833766538	0.45727661662334573	4.881062463547187E-4	0.29547248761705763	0.18612067815926764	0.1951582627861965	0.3232485714374787	0.08163837174799736	0.3085851063304177	0.06004917068822491	0.04473810782926015	0.28781657530779486	0.07995424302047957
1437000	-46190.37706686622	-46299.502028661096	109.12496179487445	-46299.502028661096	1.4762064781433246	41.30755865996382	1	3	40	37	0	1.105378417379724	1.2920665235793494	0.0	8.566165743476585E-5	0.0	4.853687928247099E-4	50.53789464996687	50.53789464996687	7.967829747087274E-4	4.354439644875908E-4	0.8343332755249104	0.16566672447508918	4.7196688914701056E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.3085851063304177	0.05163256750892495	0.04473810782926015	0.27927836657276944	0.07995424302047957
1438000	-46186.854567226015	-46297.49191904714	110.63735182112242	-46297.49191904714	1.4981644161068446	42.828727622235355	1	4	41	36	0	1.0992925368366002	1.3121558225411984	0.0	8.553634985083697E-5	0.0	3.480406627680338E-4	51.933903380970875	51.933903380970875	7.825250072100876E-4	3.8315378452802084E-4	0.8343332755249104	0.16566672447508918	4.624675647922447E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.05163256750892495	0.04473810782926015	0.27927836657276944	0.05613410120711326
1439000	-46170.66671533891	-46291.20851224304	120.54179690413262	-46291.20851224304	1.3372139890916117	37.54975483122476	1	4	41	36	0	1.092417379271952	1.3216729214046796	0.0	1.602349955745261E-4	0.0	3.9123234012382676E-4	50.69613455892338	50.69613455892338	0.0021147543321253805	4.7274379538686257E-4	0.8343332755249104	0.16566672447508918	5.170848767576138E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.05163256750892495	0.04473810782926015	0.27074949150620814	0.05613410120711326
1440000	-46174.98581133685	-46288.75246124225	113.76664990540456	-46288.75246124225	1.4432345241504099	39.613866709369596	1	4	41	36	0	1.0974832387226165	1.3284155415896979	0.0	8.91518046313259E-5	0.0	6.000028517373648E-4	53.84768817854086	53.84768817854086	0.0014183449773639456	4.808570410156891E-4	0.844522393995588	0.15547760600441152	4.71699675948455E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.05163256750892495	0.04473810782926015	0.24445682713270686	0.05613410120711326
1441000	-46184.48651549454	-46293.307600750646	108.82108525610604	-46293.307600750646	1.5320954126306856	42.07863492427044	1	4	41	36	0	1.079091139005324	1.30791149131851	0.0	8.816672191375636E-5	0.0	4.8194219202035043E-4	53.53706451296065	53.53706451296065	0.0014157507439881568	0.0020894602781717305	0.844522393995588	0.15547760600441152	5.268693082996226E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.05163256750892495	0.04473810782926015	0.268606828585123	0.05613410120711326
1442000	-46170.7724720527	-46291.43464903316	120.66217698046026	-46291.43464903316	1.4215083425291086	36.93085322587852	1	4	41	36	0	1.1350652866283333	1.369458872924929	0.0	5.093595786197747E-5	0.0	5.577401108028473E-4	49.27561241125343	49.27561241125343	0.0053392737045953615	0.002061062284658986	0.844522393995588	0.15547760600441152	5.35235118985112E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.05163256750892495	0.04473810782926015	0.35203697872887224	0.05613410120711326
1443000	-46180.76674560536	-46286.551802620605	105.78505701524291	-46286.551802620605	1.5881411789459223	40.31605562869661	1	4	41	36	0	1.1082928628015758	1.3377549743087271	0.0	3.506390194313164E-5	0.0	2.9469796033485153E-4	53.064487779291895	53.064487779291895	0.004856679861270731	0.001874771784430659	0.7448191559884679	0.2551808440115317	4.915406897632159E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.06343881817425295	0.04473810782926015	0.35203697872887224	0.11473068744640118
1444000	-46182.13044954738	-46288.0708422951	105.94039274772123	-46288.0708422951	1.654711408176468	42.17995895994565	1	4	41	36	0	1.1185792962910133	1.3490089368292943	0.0	2.4163248360833502E-5	0.0	2.926407869936607E-4	50.171625320062695	50.171625320062695	0.004248686807153322	0.001980664608789366	0.7448191559884679	0.2551808440115317	4.51362552839802E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.04880664750846505	0.04473810782926015	0.2777764021424108	0.11473068744640118
1445000	-46174.574731405155	-46295.021071599826	120.44634019466731	-46295.021071599826	1.5353721994242993	37.88941664593427	1	4	41	36	0	1.1401352449422444	1.3672896989173005	0.0	4.8565570127152946E-5	0.0	2.72085310187527E-4	49.543517590585836	49.543517590585836	0.001498259638259113	0.002361019219026709	0.7448191559884679	0.2551808440115317	5.408862348299936E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.04880664750846505	0.02605858535044975	0.2777764021424108	0.11473068744640118
1446000	-46176.335513823935	-46300.05407135451	123.71855753057686	-46300.05407135451	1.6108067081999888	39.707468951288625	1	4	41	36	0	1.1061096186962376	1.3471761934531243	0.0	7.654378010019676E-5	0.0	2.4923608411368727E-4	52.817763963498194	52.817763963498194	0.0028459146941998904	0.0024398432101672683	0.7448191559884679	0.2551808440115317	5.025915346912066E-4	0.29547248761705763	0.18612067815926764	0.19527608189290083	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.04880664750846505	0.02605858535044975	0.2777764021424108	0.11473068744640118
1447000	-46195.276767863026	-46306.6911123365	111.41434447347093	-46306.6911123365	1.8986215865416856	43.30014862347477	1	4	41	36	0	1.0997269871591773	1.3038062086019802	0.0	7.551755537797008E-5	0.0	2.2295821275596388E-4	52.12255312283539	52.12255312283539	0.005223880386108184	0.0013168668466317873	0.7448191559884679	0.2551808440115317	5.147605596446353E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.08163837174799736	0.31511233609273276	0.04880664750846505	0.02605858535044975	0.2777764021424108	0.11473068744640118
1448000	-46185.46902084725	-46302.516883469834	117.04786262258457	-46302.516883469834	1.5798671505767612	37.67208722443428	1	4	41	36	0	1.0973793554966014	1.3651688135746245	0.0	7.624866305874946E-5	0.0	1.752634819720972E-4	56.5676148814157	56.5676148814157	0.0055809041383286075	0.001199165971258548	0.7448191559884679	0.2551808440115317	4.7735509181755974E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.08274127283043615	0.31511233609273276	0.04880664750846505	0.05165695234832317	0.3597998843431514	0.08372331895958031
1449000	-46185.06957119716	-46300.84919988058	115.77962868342294	-46300.84919988058	1.7909773352714564	42.38420705246012	1	4	41	36	0	1.1113866743108987	1.3473565019394067	0.0	5.06796037544237E-5	0.0	1.6682496177899487E-4	52.49766021731831	52.49766021731831	0.0031572102789404455	0.0011624004311369316	0.7448191559884679	0.2551808440115317	4.717746850657565E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.08274127283043615	0.31511233609273276	0.04880664750846505	0.07910068329632548	0.3597998843431514	0.08372331895958031
1450000	-46191.88369189054	-46303.122470056136	111.2387781655895	-46303.122470056136	2.0472574007855147	42.4265871222827	1	4	41	36	0	1.0836494461698727	1.2990483617986297	0.0	1.333425370340222E-4	0.0	6.377068730401871E-4	50.73976702404223	50.73976702404223	0.002414920938161693	0.0012310014039866378	0.5733216814811491	0.4266783185188505	4.9225000987137E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.08274127283043615	0.3342760485865583	0.06086396663550895	0.039966918701205154	0.3597998843431514	0.08372331895958031
1451000	-46198.491392192846	-46309.39118938859	110.89979719574305	-46309.39118938859	1.9423010153246492	39.419439799662456	1	4	41	36	0	1.085904996268964	1.281302339763157	0.0	1.2803242868253466E-4	0.0	6.123114315880142E-4	51.857643192360214	51.857643192360214	0.008293147241989663	0.004860323563176691	0.665705347941502	0.3342946520584976	5.393313909023107E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.11053369399077242	0.3342760485865583	0.06086396663550895	0.039966918701205154	0.3597998843431514	0.08372331895958031
1452000	-46198.697585125665	-46303.11265423836	104.41506911269295	-46303.11265423836	1.8812250017743717	42.75394780359242	1	4	41	36	0	1.102113046424383	1.2545611697643082	0.0	7.451414452303605E-5	0.0	7.149130965371471E-4	50.44245435627655	50.44245435627655	0.007090157179198478	0.004155293159417859	0.6635996872740544	0.3364003127259453	4.4512348314305374E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.11053369399077242	0.3669689354342662	0.06086396663550895	0.039966918701205154	0.3597998843431514	0.08372331895958031
1453000	-46190.87033522664	-46303.337128922016	112.46679369537694	-46303.337128922016	1.7325736363077313	37.54312189651157	1	4	41	36	0	1.0915172073948434	1.3032206682446636	0.0	1.3965669084932126E-4	0.0	0.0013210962596766542	49.063603922733726	49.063603922733726	0.006918234161744033	0.004054535091533146	0.6635996872740544	0.3364003127259453	5.566639473348586E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.11664255928202183	0.3669689354342662	0.06086396663550895	0.039966918701205154	0.3597998843431514	0.062020879864973365
1454000	-46188.0345761718	-46299.73955572798	111.70497955618009	-46299.73955572798	1.7214665340694653	37.56982002255744	1	4	41	36	0	1.080036170978195	1.298041185006945	0.0	1.9944787523769572E-4	0.0	0.0018186313540116197	51.7792846460308	51.7792846460308	0.006206109209119769	0.0018405049969300604	0.6635996872740544	0.3364003127259453	5.39101566019455E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.11664255928202183	0.3669689354342662	0.06086396663550895	0.039966918701205154	0.23577970562531061	0.062020879864973365
1455000	-46177.88017868803	-46307.2224349326	129.34225624456917	-46307.2224349326	1.517461487952347	31.837525089364927	1	4	41	36	0	1.097062600130469	1.3398515233864356	0.0	2.1845205115804734E-4	0.0	0.001876638219556093	48.89756065764387	48.89756065764387	0.004175246834084986	0.001697802007703011	0.6635996872740544	0.3364003127259453	6.161265837044286E-4	0.29547248761705763	0.18709728763497224	0.19429947241719622	0.3231307523307744	0.11664255928202183	0.3669689354342662	0.06086396663550895	0.017600912679515614	0.23577970562531061	0.062020879864973365
1456000	-46178.56531946483	-46308.65186593071	130.08654646587908	-46308.65186593071	1.5035221165278863	31.983958859677735	1	4	41	36	0	1.0945414714940596	1.3241955074710572	0.0	2.60939271213636E-4	0.0	0.0014351259670238278	54.66945740152423	54.66945740152423	0.0029301344681056775	0.0016248264075796406	0.5762752285671844	0.42372477143281534	6.152808782030663E-4	0.2953039809717767	0.18709728763497224	0.1940371062226176	0.32356162517063397	0.11664255928202183	0.3117025928557965	0.06086396663550895	0.022218791453685223	0.2580276618881509	0.062020879864973365
1457000	-46180.029978786624	-46298.753045094585	118.72306630796366	-46298.753045094585	1.5893245886345262	36.57586063360608	1	4	41	36	0	1.0697298968534246	1.412429698656468	0.0	3.348133757283956E-4	0.0	5.562288001187564E-4	51.725575621073894	51.725575621073894	0.0029993421370697626	0.00166320363885141	0.5762752285671844	0.42372477143281534	5.627439007730523E-4	0.2953039809717767	0.18709728763497224	0.1940371062226176	0.32356162517063397	0.09130183257159763	0.3117025928557965	0.038757665843941046	0.041682714497260985	0.2580276618881509	0.062020879864973365
1458000	-46189.22069462791	-46303.257476338615	114.03678171070177	-46303.257476338615	1.5742133352233336	36.71821230406419	1	4	41	36	0	1.069807646886735	1.3399015980083895	0.0	2.378721156188646E-4	0.0	5.253683122749274E-4	52.37582079791962	52.37582079791962	0.005112793166092263	0.0048623723827901	0.782350594293039	0.21764940570696073	5.095944495948934E-4	0.29948303874594245	0.18709728763497224	0.1940371062226176	0.3193825673964682	0.09130183257159763	0.3117025928557965	0.038757665843941046	0.041682714497260985	0.2051906407200364	0.062020879864973365
1459000	-46198.20731548421	-46296.69824604081	98.49093055660461	-46296.69824604081	1.7478247574247623	42.93990152016145	1	4	41	36	0	1.057364570019381	1.3742346725410297	0.0	2.0616614567509179E-4	0.0	2.3135333308698972E-4	52.935887433040556	52.935887433040556	0.0051832623572194494	0.005757197512704461	0.7242761634662428	0.275723836533757	4.843313571646692E-4	0.29948303874594245	0.1782679470209937	0.1940371062226176	0.32821190801044675	0.09130183257159763	0.3117025928557965	0.038757665843941046	0.041682714497260985	0.2051906407200364	0.062020879864973365
1460000	-46178.22279072553	-46292.067746256704	113.84495553117122	-46292.067746256704	1.6344692120818012	39.59482030195726	1	4	41	36	0	1.0844037464388352	1.3714904045509604	0.0	1.7855058496916667E-4	0.0	2.2261317847743444E-4	51.06067863608718	51.06067863608718	0.0068934935970188915	0.001623497987996771	0.7242761634662428	0.275723836533757	4.942498748428541E-4	0.29948303874594245	0.1782679470209937	0.1940371062226176	0.32821190801044675	0.07476865189861823	0.3117025928557965	0.038757665843941046	0.041682714497260985	0.2051906407200364	0.062020879864973365
1461000	-46188.99551534349	-46297.25306145322	108.2575461097325	-46297.25306145322	1.7072538330822022	42.18795197027699	1	4	41	36	0	1.090528156937753	1.380450352540388	0.0	9.023902452561448E-5	0.0	2.1594708304613765E-4	50.37113280892168	50.37113280892168	0.006657440359913099	0.0015679047028057751	0.7242761634662428	0.275723836533757	4.6843496980668363E-4	0.29948303874594245	0.1782679470209937	0.1940371062226176	0.32821190801044675	0.07476865189861823	0.3117025928557965	0.038757665843941046	0.041682714497260985	0.2051906407200364	0.07144464846383365
1462000	-46205.008005441014	-46302.95172785889	97.94372241787447	-46302.95172785889	1.9640277325844393	48.57998492070682	1	5	42	35	0	1.0707630647257742	1.3687050961849148	0.0	1.6634995274635825E-4	0.0	2.6899528986396444E-4	48.867359300897256	48.867359300897256	0.0029933214883797023	0.0014219701093157674	0.7242761634662428	0.275723836533757	3.6901848606829324E-4	0.29948303874594245	0.1782679470209937	0.1940371062226176	0.32821190801044675	0.07476865189861823	0.3534266975068164	0.038757665843941046	0.041682714497260985	0.27638716215641684	0.07144464846383365
1463000	-46184.09605352533	-46296.27740217311	112.18134864777832	-46296.27740217311	1.4755993208059415	38.28653992079515	1	5	42	35	0	1.1002644757161906	1.4131387776764015	0.0	1.4738796622533628E-4	0.0	2.860359488209878E-4	49.20935331551613	49.20935331551613	0.0030126656082271885	0.0032073289580895896	0.7242761634662428	0.275723836533757	4.966973259569323E-4	0.29948303874594245	0.1782679470209937	0.1940371062226176	0.32821190801044675	0.06688999641269251	0.3534266975068164	0.05101768795768808	0.041682714497260985	0.27638716215641684	0.053098592328486835
1464000	-46184.43276618292	-46294.44233607295	110.00956989002245	-46294.44233607295	1.4516618793336151	37.77444719409371	1	5	42	35	0	1.1063507618175743	1.4250136112226213	0.0	1.3323954682720955E-4	0.0	3.3954912320078955E-4	49.26601833239604	49.26601833239604	0.0024002252218431573	0.004138742802809764	0.7242761634662428	0.275723836533757	5.602216480292821E-4	0.29948303874594245	0.18304970997698378	0.18925534326662752	0.32821190801044675	0.06688999641269251	0.3534266975068164	0.05101768795768808	0.039172494232744645	0.27638716215641684	0.053098592328486835
1465000	-46176.430588153074	-46288.709297953756	112.27870980068317	-46288.709297953756	1.501541567264031	38.614125738869404	1	5	42	35	0	1.0930539490386713	1.397135808649394	0.0	1.5648261487080474E-4	0.0	6.321515269648275E-4	49.090650898302336	49.090650898302336	0.00245012039509343	0.004224777766239535	0.7242761634662428	0.275723836533757	5.140966907366771E-4	0.29948303874594245	0.18304970997698378	0.18925534326662752	0.32821190801044675	0.06688999641269251	0.3534266975068164	0.05101768795768808	0.07781625415838642	0.27638716215641684	0.053098592328486835
1466000	-46179.15952204907	-46293.876165949376	114.71664390030442	-46293.876165949376	1.4636505015463912	37.55662884098772	1	5	42	35	0	1.0951426022936614	1.3395451085128005	0.0	1.575085360755684E-4	0.0	3.6802373096967355E-4	54.93509806170143	54.93509806170143	0.002599619834486658	0.003532578936725096	0.7242761634662428	0.275723836533757	5.456512233098866E-4	0.29948303874594245	0.18304970997698378	0.18925534326662752	0.32821190801044675	0.06688999641269251	0.3048639334870512	0.05101768795768808	0.07781625415838642	0.2543352957204863	0.053098592328486835
1467000	-46184.650425946	-46300.8325597377	116.18213379169723	-46300.8325597377	1.4645785518411463	38.295592216960635	1	5	42	35	0	1.1052248369361992	1.3621307807568348	0.0	9.433249652542195E-5	0.0	3.999104802486541E-4	56.06923213242176	56.06923213242176	0.0037715215133765677	0.002982472503316421	0.7242761634662428	0.275723836533757	4.940020660316968E-4	0.29948303874594245	0.18304970997698378	0.18925534326662752	0.32821190801044675	0.08868243988111178	0.36006291807171487	0.05101768795768808	0.07781625415838642	0.29283012017744675	0.06771502987530156
1468000	-46164.00964255854	-46299.5863900706	135.5767475120626	-46299.5863900706	1.3670447767037657	29.619165863198475	1	5	42	35	0	1.084993913722831	1.4762792960792586	0.0	3.428238382761751E-4	0.0	4.486656609574628E-4	52.9405880234304	52.9405880234304	0.004906606977336008	0.0031901848381959306	0.7242761634662428	0.275723836533757	7.008706554073105E-4	0.29948303874594245	0.18304970997698378	0.18925534326662752	0.32821190801044675	0.08868243988111178	0.36006291807171487	0.05101768795768808	0.07104545263861838	0.29283012017744675	0.06771502987530156
1469000	-46164.186797343165	-46296.528468316705	132.34167097353892	-46296.528468316705	1.405877173910343	31.729666310195235	1	5	42	35	0	1.1082582047797769	1.4620987600502153	0.0	1.9022717008213615E-4	0.0	4.5392014346732083E-4	52.33568521071389	52.33568521071389	0.004085014799080886	0.0018806829722026607	0.7242761634662428	0.275723836533757	6.422484077813672E-4	0.2979126013490947	0.18462014737383153	0.18925534326662752	0.32821190801044675	0.08868243988111178	0.36006291807171487	0.05101768795768808	0.07104545263861838	0.29283012017744675	0.06771502987530156
1470000	-46173.0405844012	-46296.11887864428	123.0782942430821	-46296.11887864428	1.4558217936219546	32.103156605604795	1	5	42	35	0	1.0709612535134552	1.4351876188566148	0.0	2.853208745757284E-4	0.0	4.6940606990799336E-4	53.1345275683359	53.1345275683359	0.002170262235498478	0.004425558209125788	0.4377466735390566	0.5622533264609432	6.347239721292953E-4	0.2979126013490947	0.18462014737383153	0.18925534326662752	0.32821190801044675	0.10006381995689662	0.36006291807171487	0.05101768795768808	0.07104545263861838	0.29283012017744675	0.06771502987530156
1471000	-46171.62613684474	-46291.5333968524	119.90726000766202	-46291.5333968524	1.4214806370371353	33.09182835194466	1	4	41	36	0	1.09900043120308	1.276981425157195	0.0	8.565286708860494E-5	0.0	0.0015965354329954286	54.04756281277261	54.04756281277261	0.0025129306438047678	0.004032425698660921	0.4377466735390566	0.5622533264609432	6.218257304759983E-4	0.2979126013490947	0.18462014737383153	0.18925534326662752	0.32821190801044675	0.10006381995689662	0.36006291807171487	0.05101768795768808	0.07104545263861838	0.29283012017744675	0.06771502987530156
1472000	-46172.05994344648	-46284.66592328365	112.60597983716337	-46284.66592328365	1.4430193140986032	35.306604656857594	1	4	41	36	0	1.1038662916210844	1.2500131887300292	0.0	9.146259082156246E-5	0.0	0.0018894030986135462	52.429899686516485	52.429899686516485	0.0017308951961261506	0.0013981592401568993	0.4377466735390566	0.5622533264609432	5.529959182223128E-4	0.2979126013490947	0.18462014737383153	0.19255790204798803	0.32490934922908626	0.10006381995689662	0.3009121212876846	0.043939806238336133	0.07104545263861838	0.29283012017744675	0.06771502987530156
